family,path,dataset,variant,seed,run_id,aggregation_weighting_label,aggregation_weighting_raw_value
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p001_flr_0p03,step,gda,0,centralized_step_gda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/gda/seed_0/glr_0p002_flr_0p01,step,gda,0,centralized_step_gda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/sgda/seed_0/glr_0p005_flr_0p03,step,sgda,0,centralized_step_sgda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/sgda/seed_0/glr_0p005_flr_0p01,step,sgda,0,centralized_step_sgda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/sgda/seed_0/glr_0p002_flr_0p03,step,sgda,0,centralized_step_sgda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/sgda/seed_0/glr_0p001_flr_0p03,step,sgda,0,centralized_step_sgda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/step/sgda/seed_0/glr_0p002_flr_0p01,step,sgda,0,centralized_step_sgda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p005_flr_0p03,sin,gda,0,centralized_sin_gda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p005_flr_0p01,sin,gda,0,centralized_sin_gda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p002_flr_0p03,sin,gda,0,centralized_sin_gda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p001_flr_0p03,sin,gda,0,centralized_sin_gda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/gda/seed_0/glr_0p002_flr_0p01,sin,gda,0,centralized_sin_gda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p005_flr_0p03,sin,sgda,0,centralized_sin_sgda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p005_flr_0p01,sin,sgda,0,centralized_sin_sgda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p002_flr_0p03,sin,sgda,0,centralized_sin_sgda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p001_flr_0p03,sin,sgda,0,centralized_sin_sgda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5_gda_sgda_lr_screen/sin/sgda/seed_0/glr_0p002_flr_0p01,sin,sgda,0,centralized_sin_sgda_seed0,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/gda/seed_1/glr_0p005_flr_0p03,abs,gda,1,centralized_abs_gda_seed1,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/gda/seed_2/glr_0p005_flr_0p03,abs,gda,2,centralized_abs_gda_seed2,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/sgda/seed_1/glr_0p005_flr_0p03,abs,sgda,1,centralized_abs_sgda_seed1,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/abs/sgda/seed_2/glr_0p005_flr_0p03,abs,sgda,2,centralized_abs_sgda_seed2,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/gda/seed_1/glr_0p005_flr_0p03,linear,gda,1,centralized_linear_gda_seed1,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/gda/seed_2/glr_0p005_flr_0p03,linear,gda,2,centralized_linear_gda_seed2,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/sgda/seed_1/glr_0p005_flr_0p03,linear,sgda,1,centralized_linear_sgda_seed1,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/linear/sgda/seed_2/glr_0p005_flr_0p03,linear,sgda,2,centralized_linear_sgda_seed2,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/gda/seed_1/glr_0p005_flr_0p03,step,gda,1,centralized_step_gda_seed1,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/gda/seed_2/glr_0p005_flr_0p03,step,gda,2,centralized_step_gda_seed2,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/sgda/seed_1/glr_0p005_flr_0p03,step,sgda,1,centralized_step_sgda_seed1,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/step/sgda/seed_2/glr_0p005_flr_0p03,step,sgda,2,centralized_step_sgda_seed2,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/gda/seed_1/glr_0p005_flr_0p03,sin,gda,1,centralized_sin_gda_seed1,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/gda/seed_2/glr_0p005_flr_0p03,sin,gda,2,centralized_sin_gda_seed2,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/sgda/seed_1/glr_0p005_flr_0p03,sin,sgda,1,centralized_sin_sgda_seed1,legacy_sample_weighted,
centralized_lowdim_v1_tuning,results/centralized_lowdim_v1_tuning/c5b_gda_sgda_lr_confirm/sin/sgda/seed_2/glr_0p005_flr_0p03,sin,sgda,2,centralized_sin_sgda_seed2,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p03,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p1,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p01,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p03,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p03,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p001,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p03,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p1,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p1,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p001,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p01,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p01,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm20_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p01,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p001,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm10_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p1,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm5_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_1/tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p001,abs,fedogda_s,1,tune_fedogda_s_abs_seed1_alpha0p5_cm2_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p1,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p01,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p03,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p001,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p03,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p001,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p01,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p1,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p1,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p03,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm20_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p01,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p1,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p001,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p001,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm5_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p01,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm2_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_2/tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p03,abs,fedogda_s,2,tune_fedogda_s_abs_seed2_alpha0p5_cm10_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p01,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p01,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p03,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p001,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p01,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p1,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p001,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p1,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p01,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p01,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p03,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p001,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p03,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm10_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p001,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p001,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p1,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm5_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p03,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm20_wd0p03,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/abs/fedogda_s/seed_0/tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p1,abs,fedogda_s,0,tune_fedogda_s_abs_seed0_alpha0p5_cm2_wd0p1,legacy_sample_weighted,
rerun_protocol_v1_tuning,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm5_wd0p01,linear,fedogda_s,1,tune_fedogda_s_linear_seed1_alpha0p5_cm5_wd0p01,legacy_sample_weighted,
