x,y
-4.6629421127342505,-1.3409332224350317
-4.662199121757791,-1.3407178602003862
-4.653708189892677,-1.338256691601267
-4.649350629507564,-1.3369936157741407
-4.645781996986803,-1.3359592173781323
-4.637693707945655,-1.3336147582157094
-4.633993974144208,-1.3325423590018337
-4.633560957470236,-1.3324168454471612
-4.6268876195711055,-1.3304825218711904
-4.624752601298466,-1.3298636687211898
-4.624431702476645,-1.3297706534766556
-4.622031416318968,-1.329074910180864
-4.617863289061532,-1.3278667431520736
-4.612576448264558,-1.3263343075178278
-4.611724318342881,-1.3260873104344784
-4.606702768993982,-1.32463177177597
-4.6040638596171455,-1.323866861516723
-4.588278120949704,-1.3192912313103577
-4.58782333917584,-1.319159408956926
-4.582613037810008,-1.3176491589258057
-4.579859339400716,-1.3168509760921594
-4.576696039285814,-1.3159340667309647
-4.5751572558477385,-1.3154880373034772
-4.573024341493898,-1.3148697939921803
-4.570655848263857,-1.3141832661460493
-4.558158561328092,-1.310560821558211
-4.556646212375968,-1.310122454390625
-4.555834759822823,-1.309887247987464
-4.552007160652522,-1.3087777859122045
-4.550490172465275,-1.3083380740229797
-4.544297745064267,-1.3065431464327228
-4.543650125799298,-1.3063554284973478
-4.541529036030974,-1.305740612642429
-4.5412700742439505,-1.3056655503726193
-4.539289301937607,-1.3050914067238628
-4.536167238367006,-1.3041864501246956
-4.53464354112089,-1.3037447935578688
-4.523173283101892,-1.3004200420101453
-4.515411875376059,-1.2981703321687248
-4.515380975052032,-1.2981613754477896
-4.512092350357333,-1.2972081396944635
-4.509324115696717,-1.2964057434051122
-4.502681330671663,-1.2944802758387626
-4.499832792269314,-1.2936546028289422
-4.496598262804003,-1.29271704703655
-4.493689918030872,-1.2918740386430363
-4.493616617871023,-1.2918527919701628
-4.486868533220239,-1.2898968024144173
-4.484556287245035,-1.289226578312044
-4.480527503562502,-1.2880588011999896
-4.47565945768881,-1.286647756825387
-4.47276139376375,-1.2858077284228628
-4.472179153555071,-1.2856389611613286
-4.469465695251834,-1.2848524422636345
-4.464993036026026,-1.2835560040615634
-4.46300595048816,-1.2829800304691177
-4.462704152273867,-1.2828925516976373
-4.445315695805523,-1.2778523601465928
-4.439064226061312,-1.2760403186325153
-4.425547989238462,-1.2721225227798205
-4.422898042380205,-1.2713544132129928
-4.422055193323654,-1.2711101062670966
-4.4213540749819815,-1.270906881170699
-4.413030594768176,-1.268494249852602
-4.403427018847523,-1.2657105719394295
-4.402483039729147,-1.265436951587591
-4.400823752423994,-1.2649559930924292
-4.395302966366414,-1.2633557464406815
-4.390731210160963,-1.2620305841387776
-4.390683955463804,-1.2620168869641148
-4.383210761510252,-1.2598507183284697
-4.372483172337673,-1.2567412356432677
-4.3708718635769985,-1.256274184136053
-4.367524932336361,-1.2553040477359827
-4.366310058129218,-1.254951906145637
-4.365001485900432,-1.2545726053892146
-4.3615661638273675,-1.2535768481568637
-4.360292249785162,-1.2532075933697022
-4.359040955309691,-1.2528448950557594
-4.3529492564153465,-1.251079164477276
-4.352528295038846,-1.2509571452527972
-4.351151930513595,-1.2505581943244064
-4.350575277554998,-1.2503910465746857
-4.34979887209967,-1.2501659988700053
-4.348728298426372,-1.2498556840129766
-4.3450833521816765,-1.2487991654369914
-4.343985004343101,-1.2484808000026484
-4.339902186358102,-1.2472973605898454
-4.328310375835757,-1.2439373760183348
-4.324291391867837,-1.2427724394366568
-4.321725711921887,-1.242028755348894
-4.320387610881606,-1.2416408954160736
-4.319297318483125,-1.2413248649193471
-4.313912092264964,-1.2397639114365206
-4.313806735036188,-1.239733372750394
-4.310278189576161,-1.2387105939288536
-4.310235120239227,-1.2386981099163412
-4.307658772847864,-1.237951333779072
-4.306907024347548,-1.2377334331018781
-4.302077308861663,-1.2363334991152009
-4.301976364445334,-1.236304239520179
-4.300805147891281,-1.235964752470772
-4.298299185288097,-1.2352383779611775
-4.295767281423429,-1.2345044841569757
-4.290748353537974,-1.2330497053518745
-4.2898775206064,-1.2327972870425166
-4.288257741497267,-1.2323277803329777
-4.2836773862576125,-1.2310001255280953
-4.279042931229347,-1.22965678944075
-4.277991061854054,-1.2293518961830991
-4.274500367990687,-1.2283400889678096
-4.273277533194691,-1.2279856399332836
-4.2668381310860095,-1.2261191246298095
-4.26202059683048,-1.2247227214760399
-4.260155578268806,-1.2241821300316982
-4.2474563081045105,-1.220501138892374
-4.246390047072861,-1.2201920740910956
-4.242206657202806,-1.21897948306462
-4.240761760786338,-1.2185606675864504
-4.240353552026958,-1.2184423448161792
-4.2389844673338795,-1.2180455040088718
-4.238576237113317,-1.2179271750178942
-4.234437044469288,-1.2167273949321482
-4.2285805476572405,-1.2150298396715917
-4.224960440733189,-1.213980520983317
-4.223988060510945,-1.2136986683306978
-4.22388159456158,-1.2136678082725072
-4.223278863456651,-1.2134931015509445
-4.213150368455972,-1.2105572713914279
-4.2131206311653004,-1.2105486517855724
-4.209514386622315,-1.2095033512259943
-4.207213258343102,-1.208836349682075
-4.203371410284734,-1.2077227574457872
-4.203087707525563,-1.207640523795412
-4.19194331903256,-1.2044102282929765
-4.191707303064402,-1.2043418170633322
-4.190105710840167,-1.203877581976595
-4.1874649573620735,-1.203112137188962
-4.1865047697243405,-1.202833818660349
-4.183621184144105,-1.2019979869288393
-4.182676151680466,-1.2017240612559443
-4.182553412400254,-1.2016884842348197
-4.18060581684248,-1.2011239571479548
-4.179511808688463,-1.2008068496079796
-4.178890243709624,-1.2006266837283643
-4.177834539185388,-1.2003206788202723
-4.175064149173389,-1.1995176577840472
-4.175039885413709,-1.1995106247275618
-4.174676267497438,-1.1994052269912683
-4.173391606727164,-1.1990328571738504
-4.171367022906055,-1.1984460143860443
-4.168812403661273,-1.1977055363363034
-4.166026062008778,-1.1968978915818196
-4.165636675590177,-1.1967850246266243
-4.164747334580409,-1.1965272415938641
-4.164074875560773,-1.196332323644973
-4.162878353117424,-1.1959855014689749
-4.156591968641028,-1.194163339623717
-4.1547335860783,-1.1936246716799392
-4.154671499966568,-1.193606675494001
-4.151949161814839,-1.1928175826969254
-4.14960258232613,-1.192137406734535
-4.144091004984599,-1.1905398293072178
-4.1373226152524625,-1.1885779541514674
-4.136175961921199,-1.1882455869604678
-4.13595589288205,-1.1881817980834166
-4.134845349824401,-1.1878598977614174
-4.1336975833463505,-1.1875272079153825
-4.1290431845512945,-1.1861780909581217
-4.12781355120107,-1.185821671305005
-4.1273369057096625,-1.1856835115676518
-4.125257148761004,-1.1850806763809902
-4.117621227796281,-1.1828673399413299
-4.117477025496717,-1.1828255416820521
-4.116845646285791,-1.1826425310640476
-4.116742738739385,-1.182612702439128
-4.115401370843547,-1.182223895580523
-4.114876162883436,-1.182071659599836
-4.113476698119406,-1.181666012871359
-4.111491575804705,-1.1810906083357948
-4.110691585673468,-1.1808587244128188
-4.1102605505721375,-1.1807337852337785
-4.109543682626833,-1.180525994981221
-4.101141506204701,-1.1780905528998438
-4.097299506000205,-1.1769769165627102
-4.095386959798446,-1.1764225488288844
-4.092156960899018,-1.175486306259429
-4.0854354492784015,-1.173538019121802
-4.083981518864994,-1.1731165850630163
-4.080249227104848,-1.1720347486487401
-4.079050545612807,-1.1716873006541708
-4.072732924633327,-1.169856084643627
-4.068105716516659,-1.168514849135058
-4.066054681814148,-1.1679203393349893
-4.06394885002173,-1.167309946133765
-4.061047892188981,-1.1664690789075582
-4.060062315703125,-1.1661834012060344
-4.045552305373186,-1.1619775516757065
-4.044812845470307,-1.16176321295268
-4.043239719914959,-1.1613072291712996
-4.042739767458959,-1.161162313712631
-4.040622214020079,-1.160548522892787
-4.035485889391801,-1.1590597156463245
-4.029537079693628,-1.157335402712967
-4.029515089366825,-1.157329028630278
-4.026770127226868,-1.1565333780783766
-4.024312525450806,-1.1558210213645945
-4.020463626143073,-1.1547053852638878
-4.0195728290801265,-1.154447180181767
-4.017877501285253,-1.1539557750450586
-4.017188311607017,-1.1537560075729063
-4.016784538727513,-1.1536389705800303
-4.009698430793973,-1.1515850021095433
-4.006371164796661,-1.1506205658469997
-4.003946574742053,-1.1499177778606007
-4.0033559654742445,-1.1497465847563135
-4.001977839928704,-1.1493471233812596
-4.001425875298693,-1.1491871317529214
-4.000456024604282,-1.1489060123053936
-3.997202414726361,-1.1479629258936153
-3.99144083199589,-1.1462928822844183
-3.9881164698171707,-1.1453292877183168
-3.9865061128897525,-1.1448625121080425
-3.9860208422964813,-1.1447218523117788
-3.983064249219333,-1.1438648587382292
-3.980231055837119,-1.1430436336126117
-3.9769550704513676,-1.142094061470158
-3.975542059365522,-1.1416844882254382
-3.9753473962083374,-1.1416280634587015
-3.973742757182319,-1.1411629452306324
-3.9734926013406207,-1.1410904354387443
-3.9727221179747456,-1.1408671043019083
-3.9700133815192564,-1.1400819540718221
-3.9693354845296214,-1.139885459881216
-3.967749109715206,-1.1394256356897496
-3.965876854054813,-1.1388829465109782
-3.963936412587168,-1.1383204930978004
-3.9629947312079974,-1.1380475387651534
-3.9571747395431323,-1.1363605648310495
-3.9569882979715922,-1.1363065231606255
-3.956629448515825,-1.136202507603043
-3.9566090686938713,-1.136196600338841
-3.9522923600986286,-1.1349453657494073
-3.950776025764559,-1.13450584338507
-3.9487123947682097,-1.133907682442424
-3.9422306914581204,-1.132028905777033
-3.9400000144618836,-1.1313823251348691
-3.93891379809464,-1.1310674761103598
-3.9344409174737924,-1.129770973735059
-3.9305137714224236,-1.1286326571522238
-3.9296075815265024,-1.1283699903269433
-3.925660315392893,-1.1272258417676644
-3.9246403378123107,-1.126930192617134
-3.9238530780717142,-1.1267019987058309
-3.922410160031318,-1.1262837566767414
-3.9205700607581595,-1.125750388299477
-3.919557466663487,-1.1254568793149449
-3.9187511011105234,-1.1252231474219212
-3.9164659904017407,-1.124560788706611
-3.916359574073499,-1.1245299430315232
-3.915961705032288,-1.1244146173162373
-3.9159089202371944,-1.124399317195796
-3.9124010351833824,-1.1233825269681845
-3.9121647133129906,-1.1233140270701836
-3.9106817645448553,-1.1228841817952224
-3.910605968668352,-1.1228622117177143
-3.9104382697618885,-1.1228136027676896
-3.9102332586100146,-1.122754178546947
-3.9096927278739004,-1.1225975011297076
-3.908933897671344,-1.1223775477610713
-3.9079072229106466,-1.122079957376096
-3.9035060698573463,-1.1208042458444556
-3.8978308652073745,-1.1191592396543255
-3.897064600174817,-1.1189371312371699
-3.895693236597811,-1.1185396298760337
-3.8940999976839104,-1.1180778160671276
-3.89205161439457,-1.1174840748016492
-3.888710570143274,-1.1165156447953575
-3.8886726261589994,-1.116504646409773
-3.8882029180204176,-1.1163684975229613
-3.8876911945354764,-1.1162201701317427
-3.8855496446692244,-1.1155994237439495
-3.8848383450540402,-1.115393247519094
-3.8834847077309056,-1.1150008842629495
-3.882905974819819,-1.114833133621363
-3.877810785164761,-1.1133562496956884
-3.8777635692473407,-1.1133425637616614
-3.8769609637916305,-1.1131099217647102
-3.8729662747879448,-1.111952027284422
-3.8725924731077903,-1.1118436776978147
-3.872480706013327,-1.1118112810577665
-3.8702817371602545,-1.111173891289765
-3.8628089557063348,-1.1090078422206364
-3.8582205476835423,-1.1076778532482785
-3.8579194762364866,-1.1075905851364438
-3.857900159258957,-1.1075849859467106
-3.85687270663129,-1.1072871700903986
-3.85634615215666,-1.1071345438110605
-3.852268998454134,-1.1059527462385623
-3.8495388181190133,-1.1051613803181337
-3.8494174659801166,-1.1051262053716813
-3.848416355542653,-1.1048360250225657
-3.8470679105256016,-1.1044451668003672
-3.8429461729088734,-1.103250446202293
-3.83887864344823,-1.102071438297912
-3.838014485619829,-1.1018209548238094
-3.836999230644822,-1.1015266745605496
-3.8368788796884585,-1.1014917898153438
-3.8359781130811488,-1.1012306949762538
-3.8340181525511965,-1.1006625837973558
-3.83327839842286,-1.1004481597905855
-3.830104442133588,-1.0995281616468922
-3.830098670183674,-1.099526488598267
-3.8278219149968455,-1.0988665518018443
-3.8266696013045145,-1.0985325439071925
-3.82642752495676,-1.0984623760251335
-3.826326472371718,-1.0984330850764936
-3.8253579590546387,-1.0981523532791255
-3.824591019633767,-1.097930049384799
-3.823294675745367,-1.097554293116527
-3.820410226178484,-1.0967182109511613
-3.814666756100662,-1.0950534174479187
-3.8144060314843,-1.0949778442070779
-3.8138731938193358,-1.0948233966917438
-3.813724910780968,-1.0947804155957215
-3.8124729964087316,-1.0944175375994447
-3.8118522642076877,-1.094237613107535
-3.810060389731234,-1.0937182230965128
-3.808084684885592,-1.09314554829421
-3.807871975806745,-1.0930838927640605
-3.80727508761428,-1.0929108796602203
-3.8018562261808495,-1.091340176725042
-3.7983217561931113,-1.0903156806289076
-3.7980516460019764,-1.0902373868996347
-3.7970615538272834,-1.0899504002874112
-3.7940263444061277,-1.0890706190999315
-3.789572736877996,-1.0877797031939789
-3.785754587706738,-1.086672980281072
-3.7829063952917057,-1.0858474075586093
-3.7810237910817017,-1.0853017187649836
-3.7767030848355114,-1.0840493254225247
-3.7765653928521252,-1.0840094142335948
-3.7755409885941096,-1.0837124819730741
-3.7714797917249103,-1.0825353096240202
-3.769801878675745,-1.0820489522990222
-3.7697476328458466,-1.0820332286852539
-3.7694007007261905,-1.0819326674685954
-3.76878464343415,-1.0817540980387004
-3.7672065963685406,-1.0812966877158399
-3.7663190238090176,-1.0810394172833784
-3.765642686651695,-1.0808433752233944
-3.7650297435353663,-1.0806657084637366
-3.7629584734737307,-1.080065333273242
-3.7620370925872684,-1.079798263210543
-3.761740931098408,-1.0797124182917244
-3.7617257496538694,-1.0797080178212957
-3.7614214479217445,-1.0796198133839428
-3.760466649032638,-1.0793430568298128
-3.758016934713643,-1.078632986362342
-3.7576393549971496,-1.0785235416798666
-3.7572307386927872,-1.0784051007792252
-3.7566755705754566,-1.0782441805929244
-3.7548160570308564,-1.077705184824461
-3.750244236424203,-1.0763800038553224
-3.748714637359386,-1.0759366365963015
-3.748667794497678,-1.075923058795636
-3.7477884151997416,-1.0756681632495193
-3.7464116275675563,-1.0752690896799961
-3.7449965124725564,-1.0748589065703824
-3.742931426007446,-1.0742603237477741
-3.74146690469737,-1.073835819827785
-3.7386914995829645,-1.0730313451216018
-3.737968174174484,-1.0728216831185877
-3.7377705726493002,-1.0727644066409705
-3.7369083912011654,-1.0725144960374464
-3.736862408921317,-1.0725011676837302
-3.7343474540926596,-1.0717721867013335
-3.7339422953428847,-1.0716547480022078
-3.7318962832937923,-1.0710616940608217
-3.731050618672847,-1.0708165709997113
-3.730282119068547,-1.0705938148729888
-3.7299774225054225,-1.0705054959905225
-3.7272421118562997,-1.0697126430050785
-3.723563067295206,-1.0686462407429516
-3.723041049163716,-1.0684949293611383
-3.7229921128443184,-1.0684807447540101
-3.722925855505699,-1.0684615395025892
-3.7197030843710412,-1.0675273919620396
-3.7192431575625724,-1.0673940782767015
-3.717259285077099,-1.0668190360147367
-3.716913861875742,-1.0667189121708414
-3.7164495288501653,-1.066584321306112
-3.7157312885469658,-1.066376133263982
-3.7085484763567123,-1.0642941342446925
-3.70852989033861,-1.0642887469297475
-3.706725449202015,-1.0637657143657253
-3.706179085609472,-1.063607346245591
-3.7045029525931112,-1.0631215048781948
-3.7018706408696542,-1.0623585070047243
-3.7018451983180305,-1.0623511322653985
-3.7007607858858638,-1.062036806126767
-3.699968865378168,-1.0618072612526002
-3.6965546012324686,-1.0608176078390545
-3.6964402898796225,-1.06078447372414
-3.695826947195613,-1.0606066911464016
-3.6928751403509197,-1.0597510849029133
-3.6925724626487657,-1.0596633512044182
-3.6922673270303625,-1.059574905058057
-3.6894949867503253,-1.0587713187201033
-3.687494056025754,-1.0581913319828924
-3.684908808962455,-1.057441976200249
-3.6840869585475007,-1.0572037558886753
-3.6805945293332853,-1.0561914456672272
-3.680039620167707,-1.0560306005402873
-3.6798651823585393,-1.0559800382621718
-3.6770028266679406,-1.0551503601941903
-3.6751848592908734,-1.054623406934673
-3.674335085274748,-1.0543770927305243
-3.672766327296922,-1.0539223749285238
-3.671248707785032,-1.053482480044498
-3.6696294314651188,-1.053013119072678
-3.6686269581163007,-1.0527225436721497
-3.667953785517778,-1.0525274188863674
-3.6674624182321516,-1.0523849919121286
-3.666583017187407,-1.052130090062515
-3.66537659738316,-1.051780399052537
-3.6644131247280627,-1.0515011283337863
-3.6639626262326948,-1.0513705475249462
-3.6628496720289925,-1.0510479483118185
-3.66204561970329,-1.0508148869273315
-3.660742018890143,-1.0504370271778867
-3.658704389133078,-1.0498464029149215
-3.6584726528724487,-1.0497792321947934
-3.658223847272459,-1.049707113781914
-3.6579576590011236,-1.0496299568543506
-3.6576763106264196,-1.0495484056422768
-3.6575053790627114,-1.0494988596791388
-3.655336622673443,-1.0488702272499546
-3.6538710683893636,-1.0484454239136913
-3.6536013196577883,-1.048367234956537
-3.6532516585563646,-1.0482658827213724
-3.652836364505052,-1.0481455062191547
-3.6524847200693418,-1.04804357909773
-3.6521028565965743,-1.0479328927321745
-3.650427050488228,-1.0474471461218386
-3.6500428136520906,-1.047335771816786
-3.6492767699971758,-1.0471137275678175
-3.6492574702555354,-1.0471081333740528
-3.6482486913280305,-1.0468157302480745
-3.647410399842646,-1.046572744352826
-3.6464931628603434,-1.0463068754358857
-3.645699257696183,-1.0460767552922137
-3.6452865687089107,-1.0459571338898974
-3.6449946016007466,-1.0458725047478896
-3.6448812536699666,-1.0458396498890308
-3.644691794081792,-1.0457847334208947
-3.6433421128164905,-1.0453935168616584
-3.641899312445048,-1.0449753089399128
-3.641264854801206,-1.0447914060120242
-3.639809569466072,-1.0443695792176881
-3.6391799063228167,-1.0441870660164492
-3.638681305305003,-1.044042542283598
-3.6386321064680938,-1.0440282815835429
-3.63791339659153,-1.0438199574315918
-3.637504683223197,-1.0437014883961362
-3.6368149310438134,-1.0435015578782565
-3.636161306398257,-1.0433120992323965
-3.63593200347688,-1.0432456338362839
-3.634549662428599,-1.0428449505620159
-3.6340189070406193,-1.042691106612322
-3.6320028071153887,-1.0421067229536742
-3.631070583736706,-1.0418365101026672
-3.629696446149219,-1.0414382046710708
-3.6292378524374476,-1.0413052773951137
-3.6284361538193775,-1.0410728982527422
-3.6284062248226667,-1.0410642230792655
-3.625770582325332,-1.0403002597527435
-3.621631861632247,-1.0391006164659806
-3.620741406602149,-1.0388425105249817
-3.6206729513679594,-1.0388226681948922
-3.620037775889751,-1.0386385571966261
-3.619351478402173,-1.0384396280504602
-3.619250702588258,-1.0384104173262783
-3.619240940597286,-1.038407587730419
-3.6180850398197486,-1.0380725400887039
-3.6177868389997103,-1.0379861040524514
-3.6172855380123705,-1.0378407977105386
-3.616692288308601,-1.0376688392534992
-3.6157104312119452,-1.0373842396484736
-3.615146784248381,-1.0372208617966956
-3.6149582305302514,-1.0371662079026733
-3.6133709143214574,-1.036706110840064
-3.6120069468130462,-1.0363107532921234
-3.610414105204829,-1.035849054645639
-3.6099702536145046,-1.035720400498588
-3.6094189558927385,-1.0355606021792598
-3.6087167114961316,-1.0353570506862912
-3.6073771876839293,-1.0349687783509651
-3.6066014738633987,-1.0347439311224955
-3.6034363968904977,-1.0338265067239436
-3.602897130613936,-1.0336701958210273
-3.6020389654578957,-1.0334214493738225
-3.601596077173689,-1.0332930744492177
-3.598448153911499,-1.0323806221991685
-3.5978179195123037,-1.0321979434145514
-3.59744250556113,-1.0320891264975185
-3.594649667136688,-1.0312795985985974
-3.5944204445245127,-1.0312131564807878
-3.594073866822558,-1.0311126979951049
-3.5935383111471144,-1.0309574626413864
-3.5921435635728174,-1.0305531832303523
-3.592102826085453,-1.0305413751242105
-3.591563952275301,-1.0303851779810107
-3.5911767099659984,-1.0302729325140765
-3.590767579535483,-1.0301543425896105
-3.5902390373970268,-1.0300011401690587
-3.590105826848757,-1.0299625279620965
-3.589285178397159,-1.0297246560497937
-3.585653129203203,-1.0286718757933244
-3.5841374098782293,-1.0282325316945888
-3.583030189885557,-1.0279115945911503
-3.58226035278359,-1.027688450779388
-3.5817617782781426,-1.0275439347313706
-3.581127528980399,-1.0273600921943657
-3.5810651151280783,-1.0273420010100385
-3.579955939631337,-1.0270204970871641
-3.579833679475756,-1.0269850589443763
-3.579081453456812,-1.0267670198543593
-3.578632481390776,-1.0266368814940046
-3.5773323251440483,-1.0262600201813443
-3.5749670610335964,-1.025574428322907
-3.5736316729820503,-1.0251873547728758
-3.5734588338867384,-1.0251372558955274
-3.5733743735154024,-1.0251127743407225
-3.5714877413148933,-1.024565917999894
-3.571445895115633,-1.024553788524208
-3.569213941980882,-1.023906837982475
-3.5686758263068348,-1.0237508605914536
-3.568290033789542,-1.0236390353590268
-3.567993842603806,-1.0235531818323171
-3.5677884730275577,-1.0234936537192307
-3.565663309273443,-1.0228776569849851
-3.565659554276531,-1.0228765685672898
-3.5632542317546485,-1.0221793654386284
-3.5621883216339287,-1.0218704023518586
-3.558203521301156,-1.0207153741866843
-3.557550123560796,-1.0205259813112197
-3.5548265880147185,-1.0197365414392394
-3.5539040437675875,-1.0194691341665858
-3.5535370952320786,-1.019362771022065
-3.5534623074256326,-1.0193410931422107
-3.5513883100779564,-1.0187399274247317
-3.5512139519732395,-1.0186893882496268
-3.5506981506481714,-1.0185398788618698
-3.5475132623660492,-1.017616711987352
-3.5473553885360167,-1.0175709509190416
-3.545743427292189,-1.017103710284052
-3.543148519364861,-1.0163515542180515
-3.5420736788728786,-1.0160400025874472
-3.541309659562612,-1.0158185451119401
-3.5381260011305997,-1.014895734719905
-3.5365136799397296,-1.0144283897512136
-3.536258552817087,-1.01435443899139
-3.5358314958705503,-1.0142306529142497
-3.534107705966184,-1.0137309977937632
-3.533627186982651,-1.0135917152918732
-3.5333157408621907,-1.0135014399929814
-3.532299124934928,-1.01320676524617
-3.529842340420438,-1.012494645422584
-3.528054972505601,-1.0119765616766596
-3.5272371327168117,-1.0117395038790875
-3.5270755056748446,-1.0116926549104728
-3.5267246243604435,-1.0115909489862303
-3.5257741979101884,-1.011315459820577
-3.525178539958385,-1.0111428033124241
-3.5249220215364763,-1.0110684492727113
-3.524272380628361,-1.0108801453469283
-3.5232353856492997,-1.0105795635591512
-3.5200721181745394,-1.009662663658979
-3.518902019056188,-1.009323500507785
-3.518473100715452,-1.0091991748897522
-3.517787298832804,-1.0090003893988773
-3.517564584457252,-1.008935833748639
-3.5158538482300465,-1.0084399623471652
-3.5149730970454307,-1.0081846691480618
-3.5142559898275607,-1.0079768095403228
-3.5134674452666026,-1.0077482432129437
-3.511066424860627,-1.007052287089057
-3.507758239346237,-1.0060933814662794
-3.5075896681442202,-1.006044519673992
-3.5075053745999107,-1.0060200864754154
-3.506734775457906,-1.0057967217798858
-3.50599381151298,-1.0055819470975187
-3.504348884289069,-1.0051051509936708
-3.503505459803913,-1.0048606772549138
-3.5025032360959485,-1.0045701742149036
-3.5016992395419044,-1.004337128996305
-3.501384231383091,-1.0042458212103924
-3.499581948958964,-1.0037234143674836
-3.4962186121541925,-1.0027485226755393
-3.495554877876311,-1.0025561336670266
-3.495313428298871,-1.0024861474596576
-3.495058568404045,-1.0024122741580832
-3.4944228794301035,-1.0022280143187245
-3.493945700055231,-1.0020896998307225
-3.493440909512565,-1.0019433820116093
-3.4928093373855154,-1.0017603154752306
-3.4915873377305333,-1.0014061085134092
-3.4910428184798787,-1.0012482749914098
-3.490749534496214,-1.0011632641418722
-3.4893745265492577,-1.0007647064292031
-3.487944131684233,-1.000350094348684
-3.4869417422230105,-1.0000595432636865
-3.4867320527079393,-0.9999987629797016
-3.4860446296113516,-0.9997995075662198
-3.485946535252594,-0.9997710740845527
-3.485808789692323,-0.9997311473659081
-3.4853035863020767,-0.9995847098794228
-3.4849282554208605,-0.9994759170409213
-3.4840198779461167,-0.9992126161273702
-3.4825662549525416,-0.9987912711768303
-3.4815731610551826,-0.9985034144898395
-3.4813273740668635,-0.9984321710471487
-3.4805132260164973,-0.9981961833312623
-3.479804881558176,-0.9979908636836814
-3.4777264759926942,-0.9973884202068921
-3.4738829699943166,-0.9962743474026339
-3.4735813058030622,-0.9961869074788674
-3.4730662700211608,-0.9960376199902881
-3.4711246309655257,-0.9954748194460763
-3.4698096706771198,-0.9950936670564061
-3.468823717481618,-0.9948078801623976
-3.4688158156312907,-0.9948055897440773
-3.468234112269573,-0.9946369780921875
-3.465102666736826,-0.9937293020517386
-3.4643090765539046,-0.9934992732080494
-3.4640933638817857,-0.9934367470609216
-3.463950091104607,-0.993395218231589
-3.4613600183464857,-0.9926444636803822
-3.460035922986374,-0.9922606634127182
-3.4599142432968955,-0.9922253935229521
-3.4591200525852215,-0.9919951906109119
-3.4582771241519494,-0.991750860657
-3.4567667926598977,-0.9913130782673223
-3.4561426581880115,-0.9911321675983598
-3.455135048438087,-0.9908401033684171
-3.453930430456233,-0.9904909346319377
-3.4513099130415554,-0.9897313554388756
-3.450045711258736,-0.9893649158324516
-3.449745789482752,-0.9892779809625254
